#Range file name:,all.txt
$TrapCV:,26.0
200.0030059814453,42.0
200.00999450683594,48.0
200.01600646972656,54.0
200.02200317382812,48.0
200.0279998779297,54.0
200.03399658203125,48.0
200.0399932861328,80.0
200.0469970703125,60.0
200.05299377441406,62.0
200.0590057373047,73.0
200.06500244140625,110.0
200.0709991455078,61.0
200.0780029296875,49.0
200.08399963378906,79.0
200.08999633789062,104.0
200.0959930419922,60.0
200.1020050048828,48.0
200.10899353027344,48.0
200.11500549316406,61.0
200.12100219726562,18.0
200.1269989013672,43.0
200.13299560546875,86.0
200.13900756835938,60.0
200.14599609375,42.0
200.15199279785156,24.0
200.1580047607422,30.0
200.16400146484375,55.0
200.1699981689453,30.0
200.177001953125,34.0
200.18299865722656,83.0
200.18899536132812,80.0
200.19500732421875,85.0
200.2010040283203,110.0
200.20700073242188,104.0
200.21400451660156,60.0
200.22000122070312,73.0
200.2259979248047,108.0
200.23199462890625,97.0
200.23800659179688,48.0
200.2449951171875,72.0
200.25100708007812,78.0
200.2570037841797,67.0
200.26300048828125,36.0
200.2689971923828,18.0
200.2760009765625,43.0
200.28199768066406,24.0
200.28799438476562,51.0
200.29400634765625,42.0
200.3000030517578,54.0
200.30599975585938,84.0
200.31300354003906,96.0
200.31900024414062,53.0
200.3249969482422,40.0
200.33099365234375,102.0
200.33700561523438,109.0
200.343994140625,54.0
200.35000610351562,55.0
200.3560028076172,61.0
200.36199951171875,60.0
200.3679962158203,81.0
200.375,104.0
200.38099670410156,85.0
200.38699340820312,18.0
200.39300537109375,80.0
200.3990020751953,54.0
200.406005859375,49.0
200.41200256347656,93.0
200.41799926757812,60.0
200.4239959716797,73.0
200.42999267578125,104.0
200.43600463867188,91.0
200.4429931640625,66.0
200.44900512695312,117.0
200.4550018310547,121.0
200.46099853515625,110.0
200.4669952392578,60.0
200.4739990234375,73.0
200.47999572753906,54.0
200.48599243164062,84.0
200.49200439453125,120.0
200.4980010986328,102.0
200.5050048828125,66.0
200.51100158691406,73.0
200.51699829101562,72.0
200.5229949951172,137.0
200.5290069580078,66.0
200.53599548339844,86.0
200.54200744628906,68.0
200.54800415039062,80.0
200.5540008544922,85.0
200.55999755859375,66.0
200.56700134277344,60.0
200.572998046875,104.0
200.57899475097656,91.0
200.5850067138672,48.0
200.59100341796875,60.0
200.5970001220703,98.0
200.60400390625,48.0
200.61000061035156,62.0
200.61599731445312,99.0
200.6219940185547,99.0
200.6280059814453,91.0
200.63499450683594,54.0
200.64100646972656,49.0
200.64700317382812,79.0
200.6529998779297,67.0
200.65899658203125,61.0
200.66600036621094,60.0
200.6719970703125,105.0
200.67799377441406,72.0
200.6840057373047,66.0
200.69000244140625,86.0
200.69700622558594,48.0
200.7030029296875,90.0
200.70899963378906,91.0
200.71499633789062,49.0
200.7209930419922,72.0
200.72799682617188,82.0
200.73399353027344,22.0
200.74000549316406,98.0
200.74600219726562,134.0
200.7519989013672,91.0
200.75900268554688,93.0
200.76499938964844,55.0
200.77099609375,56.0
200.77699279785156,49.0
200.7830047607422,79.0
200.7899932861328,72.0
200.79600524902344,79.0
200.802001953125,90.0
200.80799865722656,72.0
200.81399536132812,90.0
200.8209991455078,60.0
200.82699584960938,60.0
200.83299255371094,92.0
200.83900451660156,54.0
200.84500122070312,42.0
200.8520050048828,48.0
200.85800170898438,52.0
200.86399841308594,64.0
200.8699951171875,57.0
200.87600708007812,58.0
200.8820037841797,48.0
200.88900756835938,60.0
200.89500427246094,117.0
200.9010009765625,73.0
200.90699768066406,61.0
200.91299438476562,73.0
200.9199981689453,61.0
200.92599487304688,74.0
200.9320068359375,61.0
200.93800354003906,73.0
200.94400024414062,67.0
200.9510040283203,55.0
200.95700073242188,69.0
200.96299743652344,24.0
200.968994140625,49.0
200.97500610351562,66.0
